text,label,original_intent,split
i want to know what trenchant means,faq,definition,val
what is the meaning of fascism,faq,definition,val
can you tell me what a septuagenarian is,faq,definition,val
can you define the word schadenfreude,faq,definition,val
what does unsavory mean,faq,definition,val
please define erection for me,faq,definition,val
what does idiosyncratic mean,faq,definition,val
tell me the meaning of condemnation,faq,definition,val
define monetary for me please,faq,definition,val
tell me the meaning of hegemony,faq,definition,val
what does indignation mean,faq,definition,val
define ambivalence for me please,faq,definition,val
please define institutional racism,faq,definition,val
define antagonist for me please,faq,definition,val
what does distinguish mean,faq,definition,val
what is the meaning of word alliance,faq,definition,val
i need to know what dominate means,faq,definition,val
what is the definition of the word migrate,faq,definition,val
tell me please what paean means,faq,definition,val
i want to know what the purpose of life is,faq,meaning_of_life,val
i want to hear what you think life's purpose is about,faq,meaning_of_life,val
what do you think the purpose of life is,faq,meaning_of_life,val
what is the purpose of existence,faq,meaning_of_life,val
what do you think our purpose is in life,faq,meaning_of_life,val
i'd like to know the meaning of life,faq,meaning_of_life,val
what's your opinion on the meaning of life,faq,meaning_of_life,val
what is life's purpose,faq,meaning_of_life,val
tell me all about the meaning of life,faq,meaning_of_life,val
tell me your thoughts about the meaning of life,faq,meaning_of_life,val
do you have any ideas on the meaning of life,faq,meaning_of_life,val
do you know the deeper meaning of life,faq,meaning_of_life,val
tell me the meaning of life,faq,meaning_of_life,val
"can you tell me, what is the meaning of life",faq,meaning_of_life,val
"what is the meaning behind life, do you think",faq,meaning_of_life,val
what is our purpose,faq,meaning_of_life,val
what do you think we are on earth for,faq,meaning_of_life,val
what do you think life is really about,faq,meaning_of_life,val
do you think we have a higher calling,faq,meaning_of_life,val
why are humans on earth,faq,meaning_of_life,val
tell me something interesting about lake tahoe,faq,fun_fact,val
tell me a cool fact about reno,faq,fun_fact,val
tell me something interesting about new york state,faq,fun_fact,val
give me a cool fact about new orleans,faq,fun_fact,val
give me a cool fact about seattle,faq,fun_fact,val
tell me something interesting about elephants,faq,fun_fact,val
tell me something interesting about dogs,faq,fun_fact,val
give me a cool fact about potatoes,faq,fun_fact,val
give me a cool fact about puppies,faq,fun_fact,val
give me a cool fact about lsd,faq,fun_fact,val
tell me a fun fact about the moon landing,faq,fun_fact,val
what's a fun fact about axolotls,faq,fun_fact,val
tell me a fact about the maned wolf,faq,fun_fact,val
give me harry potter trivia,faq,fun_fact,val
tell me an axolotl fact,faq,fun_fact,val
i need a spider fact,faq,fun_fact,val
show me trivia about cats,faq,fun_fact,val
read me some different cat trivia items,faq,fun_fact,val
find me cat trivia now please,faq,fun_fact,val
read me cat trivia,faq,fun_fact,val
what's the time of arrival on my new credit card,escalate,replacement_card_duration,val
tell me the duration it takes to get a new cc,escalate,replacement_card_duration,val
is it a short time before i receive my new credit card,escalate,replacement_card_duration,val
how long before my updated cc takes to arrive,escalate,replacement_card_duration,val
how long does it take a new card to arrive in the mail to me,escalate,replacement_card_duration,val
what is the length of time it takes a new card to get mailed to me,escalate,replacement_card_duration,val
about how long does it usually take a new card to get mailed to me,escalate,replacement_card_duration,val
how much time does it take a new card to get mailed to me,escalate,replacement_card_duration,val
how soon does it take a card new card to get mailed to me,escalate,replacement_card_duration,val
"after losing a credit card, how long does it take to get a new one",escalate,replacement_card_duration,val
"if i lose my credit card, will i get a replacement immediately",escalate,replacement_card_duration,val
what is the time frame for receiving a new credit card if my original one gets lost,escalate,replacement_card_duration,val
will i have to wait a long time to receive my new credit card after i lost my old one,escalate,replacement_card_duration,val
how long should i expect to wait for my replacement credit card,escalate,replacement_card_duration,val
will my new credit card be here this week,escalate,replacement_card_duration,val
how long does it usually take for a new credit card to come,escalate,replacement_card_duration,val
what is the eta on getting a replacement card,escalate,replacement_card_duration,val
show tracking information on my replacement credit card,escalate,replacement_card_duration,val
when will i get my replacement card,escalate,replacement_card_duration,val
will it take more than a month to get a new card,escalate,replacement_card_duration,val
what time is it in france,faq,time,val
what's the time in london right now,faq,time,val
what hour is it in london,faq,time,val
what's the time,faq,time,val
what is the time in london,faq,time,val
i need to know what time it is,faq,time,val
what time of day is it in london,faq,time,val
tell me what time it is,faq,time,val
what time of day is it,faq,time,val
what time is it in the pacific timezone,faq,time,val
what time is it in pacific standard time,faq,time,val
what time is it over in pacific time,faq,time,val
what time is in over there in pacific standard time,faq,time,val
what time is it in the pacific standard time,faq,time,val
what is the time in paris now,faq,time,val
time in manhattan,faq,time,val
how late is it now in ourense,faq,time,val
what is the current time right now in hollywood,faq,time,val
what time is it now in michigan,faq,time,val
what's the clock say,faq,time,val
what categories of questions can you answer,ambiguous,what_can_i_ask_you,val
what kind of questions can i ask the ai,ambiguous,what_can_i_ask_you,val
can you tell me what i can ask the ai,ambiguous,what_can_i_ask_you,val
what types of things can i ask the ai,ambiguous,what_can_i_ask_you,val
what kind of things can i ask the ai,ambiguous,what_can_i_ask_you,val
what can i ask the ai,ambiguous,what_can_i_ask_you,val
what questions can you answer,ambiguous,what_can_i_ask_you,val
what am i allowed to ask you,ambiguous,what_can_i_ask_you,val
what all can i ask you,ambiguous,what_can_i_ask_you,val
what are you capable of doing and answering,ambiguous,what_can_i_ask_you,val
what are you capable of answering,ambiguous,what_can_i_ask_you,val
what kinds of subjects do you know about,ambiguous,what_can_i_ask_you,val
what are the different subjects that you know,ambiguous,what_can_i_ask_you,val
which kinds of info are you familiar with,ambiguous,what_can_i_ask_you,val
what kind of information do you know,ambiguous,what_can_i_ask_you,val
which subjects can you tell me about,ambiguous,what_can_i_ask_you,val
can i ask you all different types of questions,ambiguous,what_can_i_ask_you,val
can you answer all types of questions,ambiguous,what_can_i_ask_you,val
what topics can you answer questions on,ambiguous,what_can_i_ask_you,val
what kind of questions can you answer,ambiguous,what_can_i_ask_you,val
i do not have that information,ambiguous,maybe,val
i can't give you an answer to that,ambiguous,maybe,val
i do not know the answer to that,ambiguous,maybe,val
perhaps,ambiguous,maybe,val
possibly either one,ambiguous,maybe,val
i don't have any idea,ambiguous,maybe,val
can't say,ambiguous,maybe,val
i couldn't say either could be possible,ambiguous,maybe,val
which one i don't know either i guess,ambiguous,maybe,val
i just don't know,ambiguous,maybe,val
don't have any idea,ambiguous,maybe,val
i couldn't say,ambiguous,maybe,val
i don't know the anwser,ambiguous,maybe,val
couldn't tell you,ambiguous,maybe,val
either i am not sure,ambiguous,maybe,val
either of them could be i'm not sure,ambiguous,maybe,val
don't know,ambiguous,maybe,val
idk,ambiguous,maybe,val
i don't have an answer for that,ambiguous,maybe,val
maybe it does,ambiguous,maybe,val
please reserve a table for 2 at lucky's under the name melissa at 7 pm,lead_intent,restaurant_reservation,val
i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm,lead_intent,restaurant_reservation,val
help me reserve a table for 3 at lucky's under the name crystal at 8 pm,lead_intent,restaurant_reservation,val
would you please schedule a reservation for 2 at lucky's under the name sam at 7:30pm,lead_intent,restaurant_reservation,val
could you please reserve a table for 6 at lucille's under the name tom at 5pm,lead_intent,restaurant_reservation,val
is there a reservation available at ruth chris today,lead_intent,restaurant_reservation,val
are there 8pm tables available at texas roadhouse,lead_intent,restaurant_reservation,val
book a reservation for 3 at xenophobe under the name zebee,lead_intent,restaurant_reservation,val
i need to book a reservation for 3 at xenophobe under the name zebee,lead_intent,restaurant_reservation,val
book 3 under the name zebee at xenophobe,lead_intent,restaurant_reservation,val
what reservations are available for 3 people at the xenophobe,lead_intent,restaurant_reservation,val
under the name zebee book a reservation at the xenophobe for 3,lead_intent,restaurant_reservation,val
use the name wheeler to reserve a table for 3 at andrea's steakhouse at 5pm,lead_intent,restaurant_reservation,val
make a reservation for wheeler party of 3 for 5pm at andrea's steakhouse,lead_intent,restaurant_reservation,val
reserve a table for 3 at andrea's steakhouse around 5pm under the name wheeler,lead_intent,restaurant_reservation,val
i need a table for 3 at 5pm at andrea's steakhouse under wheeler,lead_intent,restaurant_reservation,val
reserve a table for 3 under the name wheeler at andrea's steakhouse for 5pm,lead_intent,restaurant_reservation,val
book room for me and her under the name kendra,lead_intent,restaurant_reservation,val
allow me to turn on the lights,lead_intent,restaurant_reservation,val
make me a reservation for 5 people at village tavern for the calloways,lead_intent,restaurant_reservation,val
may you stop a paymet on my account,escalate,freeze_account,val
how we stop my account,escalate,freeze_account,val
can you place a stop on my account,escalate,freeze_account,val
can we stop my bank account,escalate,freeze_account,val
please put a block on my capital one account immediately,escalate,freeze_account,val
please put a block on my discover account immediately,escalate,freeze_account,val
please put a block on my regions account immediately,escalate,freeze_account,val
please put a block on my wells fargo account immediately,escalate,freeze_account,val
please put a block on my us bank account immediately,escalate,freeze_account,val
i need you to act swiftly and freeze all activity on my capital one checking,escalate,freeze_account,val
place a hold on my chase money market market account at once,escalate,freeze_account,val
i need to block all transactions from going through on my citi checking account straight away,escalate,freeze_account,val
please immediately block my navy federal credit union account,escalate,freeze_account,val
can you initiate a block on my bank of america checking asap,escalate,freeze_account,val
i need my savings account placed under a block as soon as possible,escalate,freeze_account,val
please put a hold on my retirement account right now,escalate,freeze_account,val
i need a block placed right away on my joint checking account,escalate,freeze_account,val
i want a block placed on my checking account right away,escalate,freeze_account,val
i want a block placed on my college fund account immediately,escalate,freeze_account,val
can you please freeze my account,escalate,freeze_account,val
who is your designer,faq,who_made_you,val
what company is responsible for your design,faq,who_made_you,val
who is responsible for your design,faq,who_made_you,val
what firm is responsible for your design,faq,who_made_you,val
who were you created by,faq,who_made_you,val
what is the company that made you,faq,who_made_you,val
who are you manufactured by,faq,who_made_you,val
who is your manufacturer,faq,who_made_you,val
who makes you,faq,who_made_you,val
what organization manufactures you,faq,who_made_you,val
who's your creator,faq,who_made_you,val
what manufactures you,faq,who_made_you,val
who is the person responsible for creating you,faq,who_made_you,val
who brought you into existence,faq,who_made_you,val
who formed thou,faq,who_made_you,val
who conjured you,faq,who_made_you,val
who programmed you,faq,who_made_you,val
where were you programmed,faq,who_made_you,val
what company designed you,faq,who_made_you,val
"who or what programmed you, do you know",faq,who_made_you,val
where do you want to eat tonight,faq,restaurant_suggestion,val
where is your favorite restaurant to eat,faq,restaurant_suggestion,val
do you have any restaurant recommendations,faq,restaurant_suggestion,val
where should we eat tonight,faq,restaurant_suggestion,val
where are the best places to eat,faq,restaurant_suggestion,val
are there any vegan restaurants in my town,faq,restaurant_suggestion,val
list a few pizza places that have seating near my current location,faq,restaurant_suggestion,val
are there decent seafood restaurants in portland,faq,restaurant_suggestion,val
name a few good steakhouses in chicago,faq,restaurant_suggestion,val
does brooklyn have good italian restaurants,faq,restaurant_suggestion,val
i would love to find a few vegan restaurants in back bay,faq,restaurant_suggestion,val
suggest a few local eateries in mid price range,faq,restaurant_suggestion,val
i feel like going out for sushi tonight who in the area serves good sushi,faq,restaurant_suggestion,val
i am looking for good southeast asian restaurants in philadelphia,faq,restaurant_suggestion,val
"i want to eat mediterranean fare with at least four stars, near me",faq,restaurant_suggestion,val
what are some good ethiopian restaurants in queens,faq,restaurant_suggestion,val
what are some good itialian restaurants in north salem,faq,restaurant_suggestion,val
what are some good vegan restaurants in broadripple,faq,restaurant_suggestion,val
what are some good mexican restaurants in indianapolis,faq,restaurant_suggestion,val
what are some good southern bbq restaurants in nashville,faq,restaurant_suggestion,val
that's definitely true,ambiguous,yes,val
"yup, that's true",ambiguous,yes,val
"yes, that is true for sure",ambiguous,yes,val
i know that is true,ambiguous,yes,val
"true, most definitely",ambiguous,yes,val
facts,ambiguous,yes,val
you are not wrong about that,ambiguous,yes,val
that makes sense as well,ambiguous,yes,val
you are correct,ambiguous,yes,val
agreed,ambiguous,yes,val
accepted,ambiguous,yes,val
confirmed,ambiguous,yes,val
approved,ambiguous,yes,val
i want you to know it's a true statement,ambiguous,yes,val
i know that the statement is true,ambiguous,yes,val
this is a true statement,ambiguous,yes,val
the statement is true,ambiguous,yes,val
i'm telling you this is a true statement,ambiguous,yes,val
that's a yes,ambiguous,yes,val
affirmitive,ambiguous,yes,val
please read my reminder list,lead_intent,reminder,val
read my reminder list back to me,lead_intent,reminder,val
i want you to read my reminder list to me,lead_intent,reminder,val
i want to hear my reminder list,lead_intent,reminder,val
read my reminder list to me please,lead_intent,reminder,val
"i wanted to remember somethings, what was it",lead_intent,reminder,val
list the things i wanted to remember,lead_intent,reminder,val
recall the things i wanted to remember,lead_intent,reminder,val
what were those things i wanted to remember,lead_intent,reminder,val
what was it i wanted to remember,lead_intent,reminder,val
what does my running list of stuff to do list,lead_intent,reminder,val
what is on my to do list,lead_intent,reminder,val
what is my plan for the day,lead_intent,reminder,val
what are the things i wanted to recall,lead_intent,reminder,val
what things did i not want to forget,lead_intent,reminder,val
what is it i wanted to bear in mind,lead_intent,reminder,val
what are the things that i wanted to keep in mind,lead_intent,reminder,val
tell me my reminder list,lead_intent,reminder,val
"whats on my reminder list, read back",lead_intent,reminder,val
read all my reminders,lead_intent,reminder,val
ill pass,ambiguous,no,val
not happening,ambiguous,no,val
"no, that is fake",ambiguous,no,val
hell nah,ambiguous,no,val
"no, that is invalid",ambiguous,no,val
i would prefer not,ambiguous,no,val
thats a negative,ambiguous,no,val
i meant no,ambiguous,no,val
i am saying no,ambiguous,no,val
that is not factual,ambiguous,no,val
"no, that is not correct",ambiguous,no,val
i do not think that is proper,ambiguous,no,val
no good,ambiguous,no,val
negatory,ambiguous,no,val
invalid,ambiguous,no,val
absolutely not,ambiguous,no,val
certainly not,ambiguous,no,val
"no, that's wrong",ambiguous,no,val
"no, that's not it",ambiguous,no,val
"no, that's not right",ambiguous,no,val
how healthy is shepard's pie,faq,nutrition_info,val
how healthy is pecan pie,faq,nutrition_info,val
how healthy is hummus,faq,nutrition_info,val
how healthy is salad,faq,nutrition_info,val
how healthy is pumpkin pie,faq,nutrition_info,val
is chocolate good for you,faq,nutrition_info,val
tell me how health chocolate is,faq,nutrition_info,val
what is the nutritional info for kraft mac 'n' cheese,faq,nutrition_info,val
is chocolate bad for you or good for you,faq,nutrition_info,val
can you tell me the nutrional info of a big mac,faq,nutrition_info,val
are french fries health or not,faq,nutrition_info,val
tell me the nutrional info of a regular banana,faq,nutrition_info,val
read me the nutrional info of a bag of lay's potato chips,faq,nutrition_info,val
pull up the nutrional info of a 12 oz coke,faq,nutrition_info,val
is chocolate healthy,faq,nutrition_info,val
tell me how many much fat is in the hamburger,faq,nutrition_info,val
what is the nutrition information for shrimp scampi,faq,nutrition_info,val
how many grams of sodium are in potato chips,faq,nutrition_info,val
is rice good for me,faq,nutrition_info,val
is raw carrot healthy to eat,faq,nutrition_info,val
what is tuesday's calendar like,lead_intent,calendar,val
can you check what is on my calendar for tuesday,lead_intent,calendar,val
check what's on my calendar for tuesday,lead_intent,calendar,val
what is tuesday like on my calendar,lead_intent,calendar,val
what appointments do i have tomorrow after 1:00pm,lead_intent,calendar,val
what is the date of my next scheduled dentist appointment,lead_intent,calendar,val
do i have anything scheduled on my calendar for next tuesday,lead_intent,calendar,val
what do i have going on for 12/03/2019,lead_intent,calendar,val
where do i have to be on 12/03/2019,lead_intent,calendar,val
do i have plans on 12/03/2019,lead_intent,calendar,val
what's my schedule like for thursday the 14th,lead_intent,calendar,val
does my calendar show anything for thursday the 14th,lead_intent,calendar,val
do i have anything scheduled for thursday the 14th,lead_intent,calendar,val
can you tell me what my calendar is like for thursday the 14th,lead_intent,calendar,val
what appointments do i have on thursday the 14th,lead_intent,calendar,val
is my day open for march 4th 2019,lead_intent,calendar,val
is anything happening on march 4th 2019,lead_intent,calendar,val
are there any active events for march 4th 2019,lead_intent,calendar,val
"check my calendar for march 4th 2019, please",lead_intent,calendar,val
read back my day for march 4th 2019,lead_intent,calendar,val
give me the date,faq,date,val
tell me the date,faq,date,val
which day is it today,faq,date,val
what day of the week are we on,faq,date,val
"in 4 days, what date will it be",faq,date,val
would you let me know what date it will be in 3 days,faq,date,val
tell me the date it will be 5 days from now,faq,date,val
would you let me know today's date,faq,date,val
i need to know the date it will be 4 days from now,faq,date,val
let me know what date it will be in 3 days,faq,date,val
let me know what today's date is,faq,date,val
i would like to get today's date,faq,date,val
what date will it be 8 days from now,faq,date,val
what date will it be 9 days from now,faq,date,val
what date will it be 6 days from now,faq,date,val
what date will it be 5 days from now,faq,date,val
what date will it be 7 days from now,faq,date,val
tell me what today's date is,faq,date,val
is today monday,faq,date,val
what is the current date,faq,date,val
i'd like an appointment at your earliest availability for an oil change,lead_intent,schedule_maintenance,val
could you book me an appointment for an oil change,lead_intent,schedule_maintenance,val
i'd like to make an appointment to get my oil changed,lead_intent,schedule_maintenance,val
i'd like to book the next availability for an oil change,lead_intent,schedule_maintenance,val
can i make an appointment for an oil change,lead_intent,schedule_maintenance,val
schedule an appointment for a tire check for me,lead_intent,schedule_maintenance,val
make me an appointment for a tire check,lead_intent,schedule_maintenance,val
can i make an appointment to get my tires checked,lead_intent,schedule_maintenance,val
can you please make an appointment for me to get my tires checked out,lead_intent,schedule_maintenance,val
schedule me an appointment to get my tires checked out,lead_intent,schedule_maintenance,val
can you help me find someone to look at my car's engine because the light is on,lead_intent,schedule_maintenance,val
i need to arrange an appointment to have my car's tires examined,lead_intent,schedule_maintenance,val
my car needs maintenance but i don't know if i can schedule an appointment for that,lead_intent,schedule_maintenance,val
is there any way to change the date of my oil change,lead_intent,schedule_maintenance,val
"my car's tires are due to be looked at, can you help me get an appointment for that",lead_intent,schedule_maintenance,val
find out where i can schedule to get my car's tires checked,lead_intent,schedule_maintenance,val
i need to get an appointment for car maintenance,lead_intent,schedule_maintenance,val
help me schedule maintenance for my car,lead_intent,schedule_maintenance,val
help me find somewhere to schedule a check up on my car's tires,lead_intent,schedule_maintenance,val
find me someone who can deal with my car's illuminated check engine light,lead_intent,schedule_maintenance,val
that you so much for the help,ambiguous,thank_you,val
thanks for helping me,ambiguous,thank_you,val
thanks for helping me out today,ambiguous,thank_you,val
thanks for the assist,ambiguous,thank_you,val
thank you for the help,ambiguous,thank_you,val
thanks for your help,ambiguous,thank_you,val
thank you for your help,ambiguous,thank_you,val
i'm thankful for your help,ambiguous,thank_you,val
i am glad that you did that,ambiguous,thank_you,val
i owe you one,ambiguous,thank_you,val
i appreciate you doing that,ambiguous,thank_you,val
appreciated,ambiguous,thank_you,val
i am happy you did that for me,ambiguous,thank_you,val
"thanks, you've helped me",ambiguous,thank_you,val
"thanks, i appreciate it",ambiguous,thank_you,val
i'm thankful,ambiguous,thank_you,val
you have my gratitude,ambiguous,thank_you,val
you've been a big help,ambiguous,thank_you,val
special thanks to you,ambiguous,thank_you,val
you have my sincere gratitude,ambiguous,thank_you,val
i want to report a stolen card,escalate,report_lost_card,val
"my card is lost, i would like to report it",escalate,report_lost_card,val
"my card was stolen, how do i report this",escalate,report_lost_card,val
i need to report a stolen card,escalate,report_lost_card,val
if i lost my card how do i report it,escalate,report_lost_card,val
how do i report a stolen card,escalate,report_lost_card,val
what is the process of reporting a lost card,escalate,report_lost_card,val
"if my card was stolen, where do i report it",escalate,report_lost_card,val
"i lost my card, how do i report it",escalate,report_lost_card,val
report a card lost for me,escalate,report_lost_card,val
i lost a card and i need to report it,escalate,report_lost_card,val
i have a card that was lost i need to report,escalate,report_lost_card,val
amazon visa card is stolen,escalate,report_lost_card,val
my disney visa card is stolen,escalate,report_lost_card,val
spirit mastercard card was taken,escalate,report_lost_card,val
what are the steps to take to report a lost card,escalate,report_lost_card,val
what is the route to take to report a lost card,escalate,report_lost_card,val
can you show me how to report a lost card,escalate,report_lost_card,val
i need the information on how to report a lost card,escalate,report_lost_card,val
my card is lost and i need to know how to report it,escalate,report_lost_card,val
call alex,lead_intent,make_call,val
please call mark,lead_intent,make_call,val
i want to call mark,lead_intent,make_call,val
let me call mark,lead_intent,make_call,val
can we call mark,lead_intent,make_call,val
call back my mom please,lead_intent,make_call,val
start a call to cynthia,lead_intent,make_call,val
i want to call up jan,lead_intent,make_call,val
can you get a call started to martha,lead_intent,make_call,val
please call felicity,lead_intent,make_call,val
please initiate a phone call to my boss,lead_intent,make_call,val
initiate a call to robert,lead_intent,make_call,val
dial the last number that called me,lead_intent,make_call,val
call contact aj,lead_intent,make_call,val
call aj now,lead_intent,make_call,val
call aj,lead_intent,make_call,val
call aj please,lead_intent,make_call,val
call my friend aj,lead_intent,make_call,val
can you call michelle on the home phone,lead_intent,make_call,val
"siri, call jacob",lead_intent,make_call,val
what is the calorie content of lays chips,faq,calories,val
do you know the calorie content of a strip of bacon,faq,calories,val
how many calories are found in bagels,faq,calories,val
tell me the calorie content of frosted flakes,faq,calories,val
inform me of the calorie content of vanilla ice cream,faq,calories,val
how many calories are in apples,faq,calories,val
how many calories are in oranges,faq,calories,val
how many calories are in ice cream,faq,calories,val
how many calories are in cake,faq,calories,val
how many calories are in oreos,faq,calories,val
how many calories does two bananas have,faq,calories,val
"in a fried egg, how many calories are there",faq,calories,val
pocki sticks has how many calories,faq,calories,val
what is the amount of calories that scrambled eggs has,faq,calories,val
how many calories are in a donut hole,faq,calories,val
how many calories are in a ghirardelli sea salt caramel candy,faq,calories,val
how many calories are in a bowel of wheaties,faq,calories,val
how many calories are in a serving of deans french onion dip,faq,calories,val
how many calories are in mashed potatoes,faq,calories,val
how many calories are in powdered donuts,faq,calories,val
my card was damaged by bleach,escalate,damaged_card,val
my card was cut by my kid,escalate,damaged_card,val
my card is ruined and isn't working,escalate,damaged_card,val
my card isn't working because its destroyed,escalate,damaged_card,val
my card is messed up from carding my door,escalate,damaged_card,val
my card was in my pocket and bent,escalate,damaged_card,val
my card has a burn on it,escalate,damaged_card,val
my card is impaired and i can't use it,escalate,damaged_card,val
my card is scuffed up and won't work,escalate,damaged_card,val
my card seems to not work because its blemished,escalate,damaged_card,val
i broke my card trying to do a magic trick,escalate,damaged_card,val
"when my house burned down, so did my card",escalate,damaged_card,val
i broke my card scraping snow off the windshield,escalate,damaged_card,val
i broke my card when i bent my wallet,escalate,damaged_card,val
i ruined my card when it got washed,escalate,damaged_card,val
how can i get a new card that got melted in the sun,escalate,damaged_card,val
my card got dropped in the shredded and i need it replaced,escalate,damaged_card,val
my card was destroyed when my house burned down and i need a replacement,escalate,damaged_card,val
i accidentally caught my card on fire,escalate,damaged_card,val
i accidentally shredded my card,escalate,damaged_card,val
how do i set up a meeting,lead_intent,schedule_meeting,val
what is the process to set up a meeting,lead_intent,schedule_meeting,val
how can i set up a meeting,lead_intent,schedule_meeting,val
what is the process to schedule a meeting,lead_intent,schedule_meeting,val
what do i do to schedule a meeting,lead_intent,schedule_meeting,val
i want you to set a meeting with john at 5 pm,lead_intent,schedule_meeting,val
schedule a monday meeting with sam at 1 pm,lead_intent,schedule_meeting,val
please schedule a meeting with kim at 10 am,lead_intent,schedule_meeting,val
please set a meeting with nancy at 4 pm,lead_intent,schedule_meeting,val
schedule my meeting with jim at 3pm,lead_intent,schedule_meeting,val
get me a meeting room for 9am on friday,lead_intent,schedule_meeting,val
secure us a meeting room for 9am on friday,lead_intent,schedule_meeting,val
arrange a meeting room for 9am on friday,lead_intent,schedule_meeting,val
please schedule a meeting room for 9am on friday,lead_intent,schedule_meeting,val
make sure i get a meeting room for 9am on friday,lead_intent,schedule_meeting,val
is it possible for you to schedule a meeting for 3:00 on wednesday,lead_intent,schedule_meeting,val
can you create a meeting for 3:00 on wednesday,lead_intent,schedule_meeting,val
can you arrange a meeting for 3:00 on wednesday,lead_intent,schedule_meeting,val
can you please set up a meeting for 3:00 on wednesday,lead_intent,schedule_meeting,val
can you hook up a meeting for 3:00 on wednesday,lead_intent,schedule_meeting,val
was my order delivered,lead_intent,order_status,val
did my order get here yet,lead_intent,order_status,val
was my order brought here,lead_intent,order_status,val
was my order shipped here,lead_intent,order_status,val
was the order delivered,lead_intent,order_status,val
what is the status of my purchase,lead_intent,order_status,val
track the status of my purchase,lead_intent,order_status,val
did my order get delivered,lead_intent,order_status,val
has my purchase been delivered yet,lead_intent,order_status,val
has my purchase arrived yet,lead_intent,order_status,val
how far along is my purchase,lead_intent,order_status,val
have my goods been delivered yet,lead_intent,order_status,val
i ordered new light bulbs online when will they get here,lead_intent,order_status,val
when will the clothes i ordered online arrive,lead_intent,order_status,val
i ordered new sheets online when will they arrive,lead_intent,order_status,val
"i ordered some new speakers, so when will they get here",lead_intent,order_status,val
is my order at the delivery address,lead_intent,order_status,val
when is my order coming,lead_intent,order_status,val
is my order here,lead_intent,order_status,val
when will my order arrive,lead_intent,order_status,val
see ya!,ambiguous,goodbye,val
"this was fun, see you around bye",ambiguous,goodbye,val
until next time,ambiguous,goodbye,val
"i enjoyed our talk, bye",ambiguous,goodbye,val
this was a nice chat,ambiguous,goodbye,val
i enjoyed speaking with you,ambiguous,goodbye,val
peace out!,ambiguous,goodbye,val
"this was a nice chat, goodbye",ambiguous,goodbye,val
this was a nice conversation,ambiguous,goodbye,val
"good talk, see you later",ambiguous,goodbye,val
it was lovely to speak with you,ambiguous,goodbye,val
"it was lovely to speak with you, bye bye",ambiguous,goodbye,val
"thank you for the chat, goodbye",ambiguous,goodbye,val
"a pleasure as always to speak with you, bye",ambiguous,goodbye,val
"thank you for chatting with me, bye",ambiguous,goodbye,val
"i enjoyed our talk, goodbye",ambiguous,goodbye,val
"it was a pleasure talking to you, goodbye now",ambiguous,goodbye,val
farewell,ambiguous,goodbye,val
goodnight,ambiguous,goodbye,val
have a good day,ambiguous,goodbye,val
what if any meetings do i have today,lead_intent,meeting_schedule,val
do i have meetings with anyone today,lead_intent,meeting_schedule,val
do i have any meetings on my calendar today,lead_intent,meeting_schedule,val
do i have any meetings on my schedule today,lead_intent,meeting_schedule,val
do i have any meetings today between 9:30 and 10:30,lead_intent,meeting_schedule,val
do i have any meetings today between 9 and 10:30,lead_intent,meeting_schedule,val
do i have any meetings today between 9:20 and 10:30,lead_intent,meeting_schedule,val
do i have any meetings today between 9 and 10:15,lead_intent,meeting_schedule,val
do i have any meetings today between 9 and 10,lead_intent,meeting_schedule,val
what time am i meeting with john,lead_intent,meeting_schedule,val
what time am i meeting john,lead_intent,meeting_schedule,val
what time is my meeting with fred scheduled for,lead_intent,meeting_schedule,val
do i have any meetings coming up with dan,lead_intent,meeting_schedule,val
"i think dan scheduled a meeting today with me, can you double check please",lead_intent,meeting_schedule,val
is my schedule clear with no meetings with dan today,lead_intent,meeting_schedule,val
"what is my schedule like today, any meetings with dan",lead_intent,meeting_schedule,val
is dan aware of any meetings with me today,lead_intent,meeting_schedule,val
how many meetings do i have today,lead_intent,meeting_schedule,val
read me my meeting schedule,lead_intent,meeting_schedule,val
please tell me my meeting schedule,lead_intent,meeting_schedule,val
i need a list of ingredients required to make lamb stew,faq,ingredients_list,val
please search for necessary ingredients included in meatballs,faq,ingredients_list,val
can you tell me the ingredients used in pasta sauce,faq,ingredients_list,val
do you know the ingredients used in homemade chicken soup,faq,ingredients_list,val
i need to know what ingredients are in a french baguette,faq,ingredients_list,val
find list of ingredients i would need to bake a funnel cake,faq,ingredients_list,val
what are the ingredients used in chicken curry,faq,ingredients_list,val
can you tell me what ingredients are needed for cinnamon buns,faq,ingredients_list,val
please give me a list of the ingredients contained in chocolate cupcakes,faq,ingredients_list,val
what ingredients do i need to make raisin bread,faq,ingredients_list,val
what should i get to make the jamaican patties,faq,ingredients_list,val
what do you i need to make pizza dough,faq,ingredients_list,val
what kind of ingredients go into the chicken a la king,faq,ingredients_list,val
what will i need to make lasagna,faq,ingredients_list,val
whare the ingredients for the stir fry,faq,ingredients_list,val
"for pasta primavera, what ingredients will i use",faq,ingredients_list,val
what ingredients do i need for shrimp scampi,faq,ingredients_list,val
i need what ingredients for meatloaf,faq,ingredients_list,val
i'll use what ingredients for lasagna,faq,ingredients_list,val
"for peppercorn steak, what ingredients do i need",faq,ingredients_list,val
contact the bank about fraud activity on my card,escalate,report_fraud,val
i need to talk to someone about a fraudulent activity on my card,escalate,report_fraud,val
